Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Gender,Exam_Score
21,73,Medium,Medium,9,99,Male,69
28,72,High,Medium,8,92,Female,68
14,95,Medium,Medium,8,51,Female,70
16,92,Medium,Low,9,71,Female,66
15,81,High,Medium,5,68,Female,65
25,65,Low,Medium,6,94,Male,65
25,69,Low,Medium,5,63,Male,65
23,86,Low,Medium,4,100,Male,69
27,75,Medium,Medium,8,60,Female,69
13,93,Medium,High,9,62,Male,65
30,98,High,High,8,83,Female,76
29,92,Medium,High,8,58,Male,72
24,75,Medium,Low,7,94,Male,67
31,92,High,Medium,7,55,Male,74
10,74,Medium,Medium,10,99,Male,66
17,67,High,High,9,94,Female,66
16,61,Medium,High,6,92,Male,66
24,75,Low,High,9,70,Female,71
14,96,Medium,Low,9,76,Male,66
25,70,Low,High,8,73,Male,65
28,68,Low,High,8,99,Female,69
24,99,Medium,Low,8,52,Male,69
22,61,Medium,Medium,5,69,Female,63
14,91,Low,Medium,5,98,Female,68
15,73,Medium,Medium,8,68,Female,64
27,61,Medium,Medium,5,70,Male,64
25,97,Medium,High,5,82,Male,73
20,66,Low,High,4,95,Female,66
17,82,Medium,High,6,65,Female,67
8,71,High,Medium,8,97,Female,63
14,63,Medium,Medium,8,64,Male,61
31,62,Medium,Medium,8,91,Male,71
12,65,Low,Medium,6,64,Female,61
21,63,Medium,Low,7,54,Female,62
26,90,High,High,8,91,Male,74
12,79,Medium,Medium,8,73,Male,65
21,74,Low,Low,6,70,Female,64
26,77,Low,Low,7,71,Male,66
20,97,High,High,4,81,Male,72
37,96,High,Medium,7,63,Male,76
10,89,Medium,Medium,6,62,Male,67
26,95,Medium,High,9,74,Female,71
19,73,High,Medium,6,52,Male,65
25,75,Low,Low,7,82,Male,68
23,85,Medium,Medium,6,91,Male,68
16,85,High,Low,6,86,Male,67
21,79,Medium,Low,8,73,Female,64
9,76,Low,High,6,78,Male,60
24,99,Medium,Medium,10,51,Male,70
22,93,High,Medium,4,96,Male,73
24,77,Medium,Medium,8,78,Male,69
26,89,High,Medium,7,66,Male,70
22,71,Medium,Medium,7,65,Male,64
21,64,High,Low,7,83,Female,64
15,74,High,Medium,8,79,Male,65
16,76,Medium,Medium,7,59,Female,62
27,61,Medium,Medium,9,70,Male,64
29,93,Medium,Medium,7,84,Male,72
19,74,Medium,Low,5,65,Male,64
20,83,Medium,Medium,7,75,Female,67
15,63,High,High,9,63,Male,64
27,67,Low,Medium,6,54,Male,61
24,96,Medium,High,5,69,Male,72
32,84,Medium,Medium,8,87,Male,70
15,98,Medium,High,8,61,Female,70
18,100,Medium,Medium,6,88,Male,71
21,75,High,High,7,83,Female,68
24,72,Medium,Medium,7,75,Female,68
19,94,High,High,7,99,Male,70
15,100,High,High,8,94,Male,73
25,85,High,Medium,6,78,Female,69
24,92,Medium,High,8,78,Male,71
15,91,Low,Medium,6,64,Male,64
28,74,Medium,Medium,9,96,Female,68
27,83,Medium,Medium,10,95,Female,69
21,93,High,Low,6,87,Female,70
20,88,Medium,Medium,5,56,Female,67
23,61,Medium,High,8,85,Male,66
15,73,Medium,High,7,63,Male,65
20,66,Medium,High,8,59,Male,66
7,69,Low,Medium,6,88,Female,61
25,96,Low,Medium,7,98,Female,71
11,61,High,Low,6,55,Male,60
29,69,Medium,Medium,7,58,Male,66
18,72,Low,Low,5,61,Male,61
19,85,Medium,Medium,7,98,Female,68
16,81,Medium,High,5,85,Male,68
18,69,Medium,Medium,6,84,Male,65
29,67,High,Low,7,75,Female,65
5,69,Medium,Medium,8,77,Female,60
28,80,Low,Medium,8,65,Male,67
22,71,High,Medium,8,58,Female,65
13,98,High,Medium,5,89,Male,70
14,79,Medium,Medium,9,74,Male,64
30,62,Medium,High,6,63,Male,68
14,89,High,Medium,6,82,Female,69
13,73,Medium,High,7,60,Female,65
27,86,Medium,Medium,6,74,Male,71
22,71,Medium,Medium,8,60,Female,65
14,83,Medium,High,8,88,Male,65
21,91,Medium,Medium,6,66,Female,68
14,97,Medium,Low,7,72,Female,66
27,70,Low,Low,7,88,Male,65
26,73,High,High,8,83,Male,71
23,79,Low,Medium,6,70,Female,68
22,97,Medium,Medium,6,54,Male,70
31,96,Medium,Low,5,96,Female,74
20,64,High,Low,6,50,Male,62
13,65,Medium,High,5,87,Female,61
23,80,High,High,6,97,Male,70
33,64,Low,Medium,9,65,Male,65
14,74,Medium,Medium,8,54,Male,62
18,66,High,High,9,62,Female,65
22,85,High,Medium,6,66,Male,68
20,98,Medium,High,4,73,Male,70
14,100,Medium,Low,7,76,Female,68
27,75,Low,Medium,10,86,Female,69
34,84,Medium,High,6,95,Male,73
21,94,Medium,Medium,7,73,Female,71
15,65,Low,High,5,87,Female,63
11,88,High,Medium,7,56,Male,66
22,76,High,Low,7,66,Male,67
27,68,Low,High,4,56,Female,64
23,76,Medium,Low,5,85,Female,66
20,63,High,High,5,95,Male,69
16,88,Medium,High,5,94,Male,72
13,70,Medium,High,6,66,Male,63
25,72,Medium,High,8,62,Female,67
25,65,Low,Medium,6,64,Male,64
11,95,Medium,Medium,9,64,Male,68
30,80,High,High,6,54,Female,71
23,83,Medium,Low,7,57,Female,67
28,83,Medium,Low,8,61,Male,67
12,76,Medium,Medium,9,50,Male,64
12,68,High,Low,6,52,Male,63
19,90,High,High,8,85,Male,72
23,65,Low,Medium,6,81,Female,63
31,64,High,Medium,10,97,Female,67
24,88,Low,Medium,5,70,Male,68
19,68,Low,High,8,72,Male,64
14,72,Medium,High,9,53,Male,65
27,79,Medium,Low,5,58,Female,68
14,78,Medium,High,8,85,Male,66
30,88,Medium,Medium,6,62,Female,73
18,85,Low,Medium,10,89,Female,68
30,86,Medium,High,4,85,Male,72
24,89,Medium,Medium,5,87,Female,70
19,72,Medium,Medium,5,85,Female,66
17,73,Low,Medium,5,85,Female,66
18,78,Low,Low,8,77,Female,66
23,72,High,Low,10,84,Male,65
20,99,High,Low,9,76,Male,71
16,93,Low,Medium,7,60,Female,66
19,67,Medium,Low,7,61,Female,63
20,60,Medium,Medium,6,70,Female,63
7,62,High,Medium,8,51,Male,58
23,70,Medium,High,7,94,Female,68
14,65,High,Medium,7,63,Male,61
13,81,Medium,High,6,53,Male,65
10,94,High,Low,5,71,Male,67
9,89,Low,High,7,91,Male,67
12,69,High,Low,7,70,Male,62
16,76,Medium,High,6,63,Female,86
32,80,High,Medium,6,77,Male,71
17,92,Medium,Medium,8,79,Male,70
21,94,Medium,Medium,8,88,Male,71
22,96,High,Low,10,90,Male,71
21,80,High,High,9,85,Female,70
20,88,Medium,High,5,50,Male,67
13,64,Medium,Low,7,50,Male,60
29,83,High,High,5,99,Female,73
31,70,High,Low,4,63,Female,67
10,77,Low,High,10,64,Female,62
14,85,Medium,High,9,87,Female,67
18,70,High,Low,6,79,Female,65
14,62,Medium,Medium,9,73,Male,61
23,60,High,Medium,9,56,Female,61
16,61,High,Medium,4,54,Female,60
33,60,High,High,8,85,Male,68
27,64,High,Medium,6,56,Female,65
21,70,High,High,8,72,Female,67
26,69,High,Low,10,87,Male,67
27,99,High,Medium,9,96,Male,74
17,72,Low,Medium,7,94,Female,64
15,65,Medium,High,9,93,Male,64
20,82,Medium,Low,4,68,Male,67
25,94,High,High,8,96,Female,74
21,87,Medium,Medium,8,84,Male,69
11,72,Low,Medium,8,94,Male,62
15,82,Medium,Medium,6,54,Female,66
20,89,High,High,8,52,Female,69
20,89,High,Medium,8,71,Male,68
32,87,High,Medium,4,91,Female,74
12,95,Medium,Medium,7,70,Male,68
23,95,Medium,Medium,6,94,Male,73
29,83,Medium,Low,8,62,Male,70
34,77,Medium,High,9,52,Female,69
18,86,Medium,Medium,6,88,Male,68
23,93,Medium,High,5,81,Male,71
23,60,Low,Medium,7,72,Female,64
21,100,Medium,Medium,5,92,Male,71
19,67,Medium,Medium,7,91,Female,65
23,79,Low,Medium,7,66,Male,68
5,95,Medium,High,8,92,Female,67
24,69,Medium,High,7,67,Male,67
21,79,Medium,Low,7,81,Male,67
19,65,Medium,High,9,60,Male,63
32,76,Medium,Medium,7,63,Female,68
16,67,High,High,6,72,Female,66
18,75,Medium,Medium,7,66,Male,67
32,75,Medium,Low,6,56,Female,68
15,100,High,Medium,5,74,Male,72
17,100,Medium,Medium,5,76,Female,70
19,65,Low,High,9,58,Female,62
25,89,Medium,Low,6,59,Female,69
21,62,Medium,Low,7,51,Female,61
12,61,Medium,Low,7,52,Female,58
17,64,Low,Medium,7,68,Male,63
16,99,High,Medium,9,57,Female,71
20,98,Low,Medium,7,96,Female,70
23,68,High,Medium,6,60,Female,64
23,66,High,Low,6,53,Male,63
9,70,High,Medium,8,70,Male,63
26,81,High,Low,8,60,Female,71
22,83,Low,High,8,53,Female,65
28,69,High,High,7,88,Male,68
23,90,Medium,High,5,78,Male,70
27,72,High,High,8,53,Female,68
23,97,Medium,High,7,73,Male,69
28,86,Medium,Medium,7,52,Male,70
23,77,High,Medium,5,68,Male,67
19,92,Low,High,6,68,Female,69
34,93,Low,Medium,6,91,Female,73
25,72,Medium,Medium,8,87,Male,68
23,74,High,Medium,8,95,Female,67
12,97,Medium,High,7,57,Female,67
12,67,Medium,High,8,77,Male,64
22,62,High,Medium,9,51,Male,63
21,78,Low,High,8,91,Female,67
16,92,Medium,High,8,68,Male,70
21,91,High,Medium,6,53,Female,71
30,97,Medium,High,6,66,Male,74
24,81,Medium,High,9,64,Male,70
13,64,Low,Low,6,88,Female,59
19,84,Low,Medium,8,56,Male,64
15,91,Low,Medium,10,78,Female,67
18,64,Medium,Medium,8,90,Male,63
18,67,Low,High,7,87,Male,66
17,60,Medium,Medium,5,97,Male,62
12,84,Low,Medium,7,50,Male,65
19,95,High,High,9,68,Male,73
17,87,High,High,7,68,Male,70
2,99,Medium,Low,9,52,Male,62
32,63,Medium,High,8,91,Female,68
27,96,High,Low,7,84,Male,74
18,93,Medium,Medium,7,76,Female,96
20,73,High,High,5,70,Male,66
13,99,Low,High,6,95,Male,69
30,72,High,High,6,63,Female,70
31,96,Medium,Low,8,67,Male,73
21,95,Low,Low,7,98,Male,69
26,90,High,High,9,53,Male,71
21,83,High,Low,7,89,Female,65
12,65,Medium,Low,6,86,Female,62
18,81,High,High,6,95,Male,69
21,74,Low,Medium,6,55,Male,65
17,92,Medium,Medium,7,99,Female,68
19,90,Low,Low,6,51,Male,65
19,96,Medium,High,5,67,Male,72
20,61,High,High,9,54,Male,67
20,92,Medium,Low,7,53,Male,68
14,98,Low,Medium,7,98,Male,68
16,92,Medium,Medium,6,86,Female,66
12,65,Medium,High,5,75,Male,62
26,63,Medium,Medium,7,55,Male,65
7,61,Low,High,4,76,Female,60
27,85,High,Medium,8,66,Male,70
28,85,Medium,Medium,6,64,Male,68
18,99,Medium,High,7,81,Male,72
4,76,Medium,Medium,8,90,Female,63
18,73,Medium,High,7,72,Male,63
20,85,Low,Medium,5,75,Male,67
14,93,Medium,Low,9,83,Female,68
17,97,Medium,Medium,5,56,Female,69
29,92,High,Medium,4,91,Female,75
24,77,Low,Medium,8,92,Male,67
14,85,High,High,5,77,Male,69
10,94,Low,Medium,9,59,Male,65
18,80,Low,High,8,75,Male,65
19,69,Medium,Medium,7,55,Female,63
23,67,Low,Medium,6,88,Male,65
17,60,Medium,Low,6,66,Female,58
23,89,High,High,6,66,Male,70
32,64,Low,Low,6,97,Male,66
25,70,Medium,Low,9,71,Female,63
20,72,Medium,Low,6,89,Male,62
19,82,Medium,Medium,8,82,Female,69
18,76,Medium,Medium,9,66,Female,66
27,87,High,Low,6,56,Male,68
16,62,Low,Medium,8,90,Male,62
20,65,High,Medium,6,88,Male,64
20,80,Medium,High,7,58,Female,65
17,73,Medium,High,6,62,Male,64
12,72,Medium,Medium,6,88,Female,65
22,63,Medium,Medium,7,99,Male,65
20,96,Low,Medium,5,92,Female,70
23,88,Low,High,8,84,Female,71
17,65,Medium,Medium,5,96,Male,65
27,63,High,Medium,5,64,Male,67
15,99,Low,High,7,50,Male,68
30,87,High,High,6,66,Male,73
10,77,Medium,High,8,99,Male,64
23,88,High,High,7,94,Male,71
23,90,Medium,High,5,53,Female,70
15,91,Low,High,8,75,Female,68
23,79,High,Medium,7,54,Female,68
28,77,Low,High,7,89,Male,68
7,60,Medium,High,10,69,Female,59
23,97,Medium,Medium,9,96,Male,74
5,84,Medium,Medium,7,53,Male,62
14,68,High,Low,5,87,Male,64
30,97,High,High,5,70,Male,76
17,97,High,Medium,9,63,Male,70
13,100,High,Medium,6,76,Male,69
19,95,Medium,Medium,7,74,Female,69
32,100,Low,High,5,67,Male,74
9,70,High,Medium,8,82,Female,62
14,94,Medium,Medium,9,83,Male,70
29,93,Low,Medium,9,54,Male,71
31,69,Medium,Low,6,80,Male,68
19,64,High,Low,8,86,Female,66
13,99,Low,Medium,7,54,Male,67
33,72,High,Medium,8,83,Male,71
30,95,Medium,Medium,7,90,Male,74
24,60,Low,Medium,6,92,Male,65
15,61,High,Low,9,52,Female,60
20,79,High,High,7,85,Male,69
19,70,Medium,Medium,6,90,Male,65
22,88,Medium,Low,7,70,Female,69
29,83,Medium,Low,6,77,Male,70
25,63,High,Low,8,63,Female,65
14,67,Low,Low,7,66,Female,57
28,76,Medium,Medium,6,75,Female,68
22,67,High,High,10,58,Male,67
24,92,Medium,Medium,5,69,Female,70
29,77,Medium,Medium,8,65,Male,68
13,64,High,High,7,62,Female,62
20,79,High,Medium,5,74,Male,67
17,64,High,High,6,92,Male,66
11,65,Medium,Low,5,62,Female,60
22,70,High,Low,10,83,Male,65
35,94,High,Medium,7,63,Female,75
9,97,Low,Medium,7,57,Female,67
20,93,Medium,High,10,97,Male,71
24,73,Low,Low,6,82,Male,63
21,71,High,Medium,9,55,Male,67
19,82,High,Medium,8,82,Female,68
12,89,High,Low,4,59,Male,65
21,100,Low,High,6,94,Female,72
15,65,Medium,Medium,8,62,Female,61
7,62,Low,High,7,90,Female,60
27,88,High,High,7,60,Female,72
26,93,Medium,Medium,6,78,Female,72
20,94,Low,Medium,6,96,Male,70
21,87,Low,Medium,7,65,Male,67
26,98,Medium,Medium,10,54,Male,71
21,80,Medium,Low,6,78,Female,66
25,97,High,High,6,59,Female,72
18,99,Medium,Medium,7,86,Female,70
28,94,Medium,Low,5,80,Female,71
22,72,Low,Low,8,67,Male,64
21,68,Medium,Medium,5,85,Male,66
12,82,High,Low,5,62,Male,64
22,78,Medium,Medium,5,96,Male,67
15,95,Low,Low,5,67,Female,67
16,64,High,Low,9,88,Male,64
15,70,Low,Medium,8,63,Female,61
14,90,High,High,8,86,Female,99
33,64,Medium,Medium,8,52,Male,67
28,73,Medium,High,7,65,Male,72
32,75,Low,Low,7,55,Male,66
13,85,Low,High,9,73,Male,68
20,66,High,Low,9,72,Female,64
12,94,High,High,5,68,Male,69
16,78,Medium,High,10,99,Female,65
14,97,Low,High,5,62,Female,66
27,79,High,High,6,90,Male,73
18,71,Medium,Medium,7,72,Female,63
26,66,Medium,Medium,7,67,Female,66
24,60,Medium,Medium,10,60,Female,65
34,81,Medium,Medium,9,82,Male,71
11,64,Medium,Low,8,67,Male,58
28,76,Medium,Medium,9,91,Male,68
27,84,Medium,Medium,8,98,Male,69
14,71,High,Low,6,61,Female,63
26,67,Medium,Medium,8,56,Female,66
22,91,Medium,Medium,7,66,Female,69
19,98,Medium,Low,6,73,Male,69
15,64,High,Medium,9,65,Male,63
16,66,Low,High,7,99,Female,65
32,98,Low,High,5,89,Male,76
20,62,High,Medium,6,98,Male,67
25,99,Low,Medium,8,69,Male,70
15,60,Medium,Low,9,65,Male,60
15,95,High,Low,8,70,Female,68
26,72,Medium,Medium,8,76,Male,68
12,98,Low,High,6,87,Female,70
18,73,Medium,High,7,94,Female,68
20,86,High,High,7,73,Male,69
21,63,Medium,Medium,7,64,Female,62
19,70,High,Low,7,66,Male,64
22,91,High,Medium,6,85,Female,71
24,81,Medium,Medium,8,78,Male,68
24,97,High,Medium,5,74,Female,72
14,77,Medium,Medium,5,60,Male,64
18,95,Medium,High,6,94,Female,73
27,78,Medium,High,8,89,Female,69
25,99,Low,Medium,8,57,Male,70
12,98,Medium,High,4,68,Female,69
22,73,Medium,Low,8,77,Male,64
8,95,Medium,Medium,7,73,Male,66
20,94,Medium,Medium,6,70,Female,69
31,68,High,Medium,7,86,Female,68
14,85,Medium,Low,5,53,Male,65
15,63,High,Low,7,74,Male,62
25,93,High,High,5,63,Female,75
11,67,Medium,Medium,6,54,Female,60
16,63,Medium,High,6,73,Male,63
24,76,Medium,Low,8,59,Male,66
16,83,High,Medium,7,63,Female,67
19,94,Low,Medium,8,75,Female,68
24,99,Medium,Medium,5,99,Female,72
23,78,Low,Medium,7,84,Male,66
22,62,Medium,Medium,8,64,Female,63
18,90,Medium,High,9,69,Female,71
22,83,Low,Medium,5,70,Male,67
19,78,Medium,Medium,6,58,Male,66
23,72,High,Medium,8,58,Female,66
17,80,High,High,9,57,Male,68
19,74,Medium,Medium,7,76,Female,66
14,90,High,Medium,5,84,Female,68
20,82,High,Medium,5,80,Female,68
15,95,Low,Medium,7,99,Female,68
13,82,Medium,High,8,56,Male,66
22,70,High,Low,7,99,Male,66
21,94,Medium,High,5,73,Female,70
25,82,High,Medium,9,61,Male,68
17,68,Medium,Medium,6,97,Male,65
22,85,Low,High,8,73,Male,70
23,74,Medium,Medium,4,67,Male,66
23,94,Medium,High,9,61,Female,68
15,78,Medium,Medium,6,63,Male,64
21,89,Medium,Medium,9,99,Male,69
22,64,Medium,Medium,8,65,Female,65
20,76,Medium,High,5,99,Female,69
7,99,Low,High,7,67,Female,66
21,92,High,Low,9,62,Female,68
33,66,Medium,Medium,6,59,Female,70
18,71,High,Medium,9,71,Female,65
16,73,High,Medium,8,62,Female,65
22,86,Medium,Low,9,85,Female,68
22,90,Low,Medium,7,62,Male,67
27,90,High,High,7,92,Female,72
12,80,High,High,10,92,Male,70
24,92,Low,High,8,64,Male,72
24,77,High,High,7,88,Male,71
19,65,Low,Medium,8,93,Male,64
22,83,Low,High,6,80,Female,69
26,98,Medium,Medium,7,68,Female,73
25,92,Low,High,9,72,Female,70
13,83,High,Medium,7,89,Female,68
25,86,High,Medium,6,65,Male,71
20,97,Medium,High,6,67,Female,71
20,77,Low,High,7,58,Male,66
20,73,Medium,High,6,70,Female,68
19,99,Medium,High,5,54,Male,70
27,95,Medium,Medium,5,66,Male,72
19,73,Low,High,9,69,Female,66
13,79,Medium,High,7,63,Female,65
18,77,Medium,High,7,55,Female,66
21,66,High,Medium,6,76,Female,65
27,98,High,Low,6,93,Male,72
24,76,Medium,Medium,6,67,Female,68
15,95,Medium,Medium,7,62,Female,68
35,68,Low,High,5,64,Male,67
22,82,Medium,Medium,9,93,Male,68
28,61,High,Medium,7,76,Male,67
19,91,Medium,High,7,57,Female,69
23,83,Low,Low,8,85,Male,65
25,85,Medium,Medium,8,58,Male,70
27,62,High,Medium,6,53,Male,64
26,68,Medium,Medium,8,63,Male,66
25,63,Low,Medium,8,58,Female,64
18,72,High,High,7,80,Female,66
17,85,Medium,Medium,9,74,Male,67
22,83,Medium,Low,8,86,Male,68
26,84,Medium,Medium,8,76,Male,71
19,82,High,Low,9,71,Female,67
26,71,High,Medium,7,76,Male,69
29,70,Medium,Low,7,72,Male,67
15,65,Low,High,8,52,Female,61
15,94,Medium,Medium,7,84,Male,68
19,85,Low,Low,8,98,Female,67
22,67,Low,Medium,6,71,Male,64
17,67,Medium,Medium,4,71,Female,63
28,95,Low,Medium,8,52,Male,72
23,90,High,Medium,5,95,Male,69
20,86,Low,High,6,96,Male,66
11,76,Medium,Medium,8,91,Female,64
12,70,Low,Medium,8,55,Female,61
22,99,Medium,High,9,95,Male,71
7,92,Low,Medium,4,51,Female,63
26,72,Medium,Low,7,72,Female,65
19,94,High,Low,7,75,Female,71
39,90,High,High,8,92,Female,78
34,72,Medium,High,9,88,Male,73
19,77,Low,Medium,5,90,Female,65
19,67,Low,Medium,7,93,Male,66
26,64,High,Low,8,74,Male,66
30,89,Medium,Medium,6,89,Male,74
10,71,Medium,Low,10,53,Female,62
9,93,High,Low,6,72,Female,66
16,100,High,High,7,52,Female,71
23,63,High,Medium,5,96,Female,67
23,79,High,Low,7,98,Female,69
26,92,Medium,High,4,54,Male,72
13,92,High,High,7,77,Male,72
6,90,Medium,Medium,9,66,Male,65
25,74,High,High,5,67,Male,71
15,78,Medium,Medium,5,73,Male,64
8,84,Medium,Low,9,56,Male,61
21,99,Medium,Low,9,59,Female,69
25,73,Low,Medium,5,79,Female,65
19,97,Medium,Low,10,51,Female,69
17,71,Medium,Medium,8,80,Female,64
19,100,Medium,Low,9,66,Male,69
18,87,Medium,Medium,6,92,Female,68
12,79,Medium,Low,9,80,Male,63
16,85,Low,Medium,7,85,Male,66
23,71,Medium,Medium,7,56,Female,65
22,71,High,Medium,8,63,Male,66
21,65,Medium,Medium,6,100,Male,67
14,65,Medium,High,5,72,Male,62
19,74,Medium,High,7,68,Female,66
7,91,High,Medium,7,94,Female,68
21,84,Medium,Medium,6,52,Male,68
29,64,Low,Medium,9,77,Female,63
11,94,High,Low,10,61,Male,66
16,84,High,Low,6,68,Male,65
22,98,High,Medium,7,60,Male,72
28,87,Medium,Medium,6,52,Female,70
17,67,High,Low,10,71,Male,63
16,79,Medium,Medium,8,89,Male,65
8,86,High,Low,8,98,Male,65
21,61,High,High,9,81,Male,66
32,61,High,Medium,7,69,Female,68
22,65,Medium,Low,7,88,Male,64
20,70,High,Medium,9,75,Male,66
22,77,Low,Medium,8,68,Male,68
20,79,Low,Medium,6,59,Male,64
15,66,Medium,Medium,6,90,Female,62
25,87,Medium,Medium,6,75,Male,67
21,84,Low,High,9,98,Male,67
20,72,Medium,Medium,9,90,Male,65
14,61,Low,Medium,10,71,Male,59
28,63,Medium,High,6,87,Female,66
24,76,High,Low,7,73,Female,68
17,66,High,Medium,6,54,Female,63
26,75,Medium,Low,7,76,Male,68
17,85,High,Low,8,93,Female,68
15,82,Medium,Medium,7,93,Female,66
15,69,High,Low,9,79,Female,63
9,74,Medium,Low,6,69,Female,61
23,85,High,Medium,8,51,Female,68
9,94,High,Low,6,66,Male,66
13,90,Medium,High,4,99,Male,69
8,82,Medium,High,5,86,Female,64
19,74,Medium,Medium,7,86,Male,68
19,75,Medium,High,10,88,Female,66
18,95,Medium,Medium,6,81,Female,68
14,62,Medium,High,7,79,Female,62
13,100,Medium,Low,8,73,Male,68
23,87,Medium,High,6,72,Male,69
17,87,High,High,6,94,Male,70
22,62,High,Medium,7,70,Female,65
15,84,Low,Medium,6,92,Female,68
21,79,Medium,High,4,92,Female,67
28,64,Low,Medium,6,89,Male,64
24,71,Low,Medium,8,52,Female,63
18,96,Medium,Low,8,57,Female,67
22,82,High,Low,9,66,Male,66
19,77,High,Low,9,92,Female,67
20,63,Medium,Medium,6,94,Female,63
18,89,Medium,Medium,6,52,Female,69
19,88,High,High,6,66,Female,70
21,85,High,Medium,7,93,Male,70
14,80,High,Medium,6,62,Male,65
14,77,Low,Low,7,99,Female,64
12,84,Medium,High,6,74,Female,67
10,69,Low,Medium,8,97,Female,61
13,98,Medium,High,6,71,Female,70
21,84,High,Low,6,66,Male,68
15,72,Medium,Medium,8,68,Female,64
23,78,High,Medium,8,94,Male,68
20,92,Medium,Low,7,67,Male,68
8,66,High,High,8,83,Male,63
24,72,Low,Medium,8,73,Female,65
25,87,Low,Medium,10,97,Female,69
14,73,Medium,High,8,58,Male,63
23,92,Low,Medium,10,71,Male,69
15,65,High,Low,7,56,Female,61
21,91,Low,High,9,79,Female,69
12,63,High,Medium,9,70,Female,62
9,61,Low,High,7,53,Male,58
18,96,Medium,High,6,92,Male,71
19,83,High,Low,6,69,Male,69
18,74,High,Medium,8,75,Male,68
13,69,Medium,Low,5,70,Male,61
18,85,High,Medium,6,74,Male,67
22,80,Medium,High,9,51,Male,68
20,100,Medium,Medium,8,91,Male,72
21,99,High,Low,4,67,Female,71
16,85,Medium,Medium,5,86,Male,67
27,78,Medium,Medium,10,53,Male,68
13,80,Medium,Medium,9,76,Female,64
23,87,Medium,High,6,95,Female,73
27,64,Low,Medium,5,70,Female,65
23,73,Low,High,5,60,Female,67
19,63,High,Medium,8,55,Female,63
17,63,Medium,Medium,10,93,Female,63
26,68,Medium,Medium,10,62,Female,69
11,79,High,High,5,99,Female,68
14,91,Medium,Medium,7,62,Male,68
18,79,High,High,6,74,Male,69
27,73,High,High,7,73,Female,73
22,63,High,High,5,53,Male,66
14,82,Medium,Medium,6,77,Female,68
18,71,Medium,Medium,6,84,Male,65
16,85,Medium,Medium,8,87,Male,67
16,99,Medium,Medium,6,76,Female,70
26,64,Medium,High,6,91,Male,66
12,68,Medium,High,8,88,Female,64
30,79,Medium,High,9,60,Female,69
25,99,Low,Medium,10,70,Female,71
27,91,Medium,Low,8,57,Male,68
17,96,High,Medium,7,57,Female,68
19,73,Low,Medium,9,86,Female,66
11,100,Low,High,9,77,Female,70
17,64,Medium,High,8,80,Female,65
23,62,Medium,Low,5,87,Female,63
28,94,Low,Medium,9,64,Female,70
13,97,Low,Medium,8,70,Female,67
18,64,Medium,Medium,6,80,Male,63
19,65,High,Medium,6,55,Male,64
12,61,Low,Medium,8,92,Male,60
24,64,Medium,Medium,4,67,Male,62
16,68,Medium,High,7,83,Female,65
19,99,Low,Low,6,100,Male,69
17,87,Medium,High,6,74,Female,68
15,91,Medium,Medium,6,61,Male,66
20,91,High,High,5,61,Male,72
19,81,Medium,High,9,53,Male,68
18,92,Medium,Medium,4,88,Male,69
16,84,Medium,Medium,7,65,Male,65
22,73,High,Medium,6,59,Male,65
30,82,Low,Medium,10,86,Female,70
21,81,Medium,Low,7,65,Male,67
26,93,High,Medium,4,80,Male,73
12,99,High,High,8,71,Female,70
21,76,Medium,Medium,5,67,Male,66
13,91,Medium,Medium,8,74,Male,68
11,64,Medium,Medium,8,66,Male,61
16,91,Medium,High,9,94,Male,70
27,75,Medium,Low,7,54,Female,66
26,62,High,Medium,8,52,Male,67
21,75,High,High,7,70,Female,69
11,84,Medium,Low,6,59,Female,64
19,65,High,Medium,9,87,Male,65
22,97,High,Medium,5,68,Female,75
21,63,High,Medium,7,63,Male,63
9,97,High,Medium,6,68,Male,69
15,88,Medium,High,8,61,Male,68
20,73,Medium,Low,6,65,Male,66
23,76,Low,Medium,6,78,Female,66
7,90,Low,Medium,7,93,Male,66
19,84,Medium,Medium,9,69,Female,68
21,87,Low,Medium,6,66,Female,65
25,76,Medium,High,6,89,Male,70
24,80,Medium,High,5,51,Female,68
23,100,Medium,Medium,6,65,Female,70
15,69,Low,Medium,8,73,Male,61
9,77,Low,Low,7,80,Male,61
18,72,Low,High,7,58,Male,64
26,91,Low,Medium,10,72,Male,71
28,91,High,Medium,4,78,Male,72
24,72,Medium,High,10,76,Male,66
23,63,Medium,Medium,9,79,Female,63
22,60,Low,Low,7,83,Female,62
17,77,Medium,Medium,8,69,Male,65
19,76,Medium,Medium,6,53,Male,66
30,100,Low,High,7,53,Male,72
14,79,High,Medium,10,93,Male,68
30,70,High,Low,6,84,Male,70
18,96,Medium,Medium,7,88,Female,70
28,80,Medium,High,6,96,Male,73
12,84,Medium,High,6,88,Male,67
24,64,Medium,Low,6,85,Male,65
16,75,High,Low,5,83,Female,65
12,98,Low,Medium,7,63,Female,65
21,84,Medium,Medium,7,98,Male,70
26,74,Medium,Low,6,77,Male,66
15,85,Medium,Medium,4,61,Male,65
11,96,High,High,7,60,Male,68
19,71,Medium,Medium,7,91,Female,66
19,80,Low,Medium,10,63,Female,65
23,98,Medium,High,7,52,Female,71
26,67,Low,Medium,8,71,Male,65
20,89,Low,Medium,6,91,Male,70
31,85,Medium,Medium,9,71,Female,69
